Organization legal name or 'doing business as' name,Group PAC ID,State,Measure Identifier,Measure Title,Measure Performance Rate,Denominator Count,Footnote
THS PHYSICIAN PARTNERS INC,9537316393,WV,CAHPS_GRP_3,Patients' rating of clinicians.,79,305,
THS PHYSICIAN PARTNERS INC,9537316393,WV,CAHPS_GRP_5,Health promotion and education.,57,326,
THS PHYSICIAN PARTNERS INC,9537316393,WV,CAHPS_GRP_8,Courteous and helpful office staff.,80,308,
THS PHYSICIAN PARTNERS INC,9537316393,WV,CAHPS_GRP_9,Clinicians working together for your care.,75,324,
PIEDMONT HEALTHCARE PA,9638070683,NC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",57,361,
PIEDMONT HEALTHCARE PA,9638070683,NC,CAHPS_GRP_10,Between visit communication.,58,258,
PIEDMONT HEALTHCARE PA,9638070683,NC,CAHPS_GRP_12,Attention to patient medicine cost.,41,362,
PIEDMONT HEALTHCARE PA,9638070683,NC,CAHPS_GRP_2,How well clinicians communicate.,82,363,
PIEDMONT HEALTHCARE PA,9638070683,NC,CAHPS_GRP_3,Patients' rating of clinicians.,81,364,
PIEDMONT HEALTHCARE PA,9638070683,NC,CAHPS_GRP_5,Health promotion and education.,62,393,
PIEDMONT HEALTHCARE PA,9638070683,NC,CAHPS_GRP_8,Courteous and helpful office staff.,82,364,
PIEDMONT HEALTHCARE PA,9638070683,NC,CAHPS_GRP_9,Clinicians working together for your care.,75,394,
HEALTH SERVICES OF CENTRAL GEORGIA,9638076730,GA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,,4
HEALTH SERVICES OF CENTRAL GEORGIA,9638076730,GA,CAHPS_GRP_10,Between visit communication.,,,4
HEALTH SERVICES OF CENTRAL GEORGIA,9638076730,GA,CAHPS_GRP_12,Attention to patient medicine cost.,,,4
HEALTH SERVICES OF CENTRAL GEORGIA,9638076730,GA,CAHPS_GRP_2,How well clinicians communicate.,,,4
HEALTH SERVICES OF CENTRAL GEORGIA,9638076730,GA,CAHPS_GRP_3,Patients' rating of clinicians.,,,4
HEALTH SERVICES OF CENTRAL GEORGIA,9638076730,GA,CAHPS_GRP_5,Health promotion and education.,,,4
HEALTH SERVICES OF CENTRAL GEORGIA,9638076730,GA,CAHPS_GRP_8,Courteous and helpful office staff.,86,120,
HEALTH SERVICES OF CENTRAL GEORGIA,9638076730,GA,CAHPS_GRP_9,Clinicians working together for your care.,,,4
GUNDERSEN CLINIC LTD,9638082779,WI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",61,335,
GUNDERSEN CLINIC LTD,9638082779,WI,CAHPS_GRP_10,Between visit communication.,68,213,
GUNDERSEN CLINIC LTD,9638082779,WI,CAHPS_GRP_12,Attention to patient medicine cost.,25,357,
GUNDERSEN CLINIC LTD,9638082779,WI,CAHPS_GRP_2,How well clinicians communicate.,82,333,
GUNDERSEN CLINIC LTD,9638082779,WI,CAHPS_GRP_3,Patients' rating of clinicians.,82,336,
GUNDERSEN CLINIC LTD,9638082779,WI,CAHPS_GRP_5,Health promotion and education.,63,382,
GUNDERSEN CLINIC LTD,9638082779,WI,CAHPS_GRP_8,Courteous and helpful office staff.,87,337,
GUNDERSEN CLINIC LTD,9638082779,WI,CAHPS_GRP_9,Clinicians working together for your care.,77,377,
MEMORIAL HEALTH SYSTEMS INC,9739081142,FL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",55,337,
MEMORIAL HEALTH SYSTEMS INC,9739081142,FL,CAHPS_GRP_10,Between visit communication.,57,211,
MEMORIAL HEALTH SYSTEMS INC,9739081142,FL,CAHPS_GRP_12,Attention to patient medicine cost.,29,335,
MEMORIAL HEALTH SYSTEMS INC,9739081142,FL,CAHPS_GRP_2,How well clinicians communicate.,83,336,
MEMORIAL HEALTH SYSTEMS INC,9739081142,FL,CAHPS_GRP_3,Patients' rating of clinicians.,81,324,
MEMORIAL HEALTH SYSTEMS INC,9739081142,FL,CAHPS_GRP_5,Health promotion and education.,62,358,
MEMORIAL HEALTH SYSTEMS INC,9739081142,FL,CAHPS_GRP_8,Courteous and helpful office staff.,84,323,
MEMORIAL HEALTH SYSTEMS INC,9739081142,FL,CAHPS_GRP_9,Clinicians working together for your care.,72,356,
AMERICAN FAMILY CARE INC,9739087818,AL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,,4
AMERICAN FAMILY CARE INC,9739087818,AL,CAHPS_GRP_10,Between visit communication.,,,4
AMERICAN FAMILY CARE INC,9739087818,AL,CAHPS_GRP_12,Attention to patient medicine cost.,,,4
AMERICAN FAMILY CARE INC,9739087818,AL,CAHPS_GRP_2,How well clinicians communicate.,,,4
AMERICAN FAMILY CARE INC,9739087818,AL,CAHPS_GRP_3,Patients' rating of clinicians.,,,4
AMERICAN FAMILY CARE INC,9739087818,AL,CAHPS_GRP_5,Health promotion and education.,51,210,
AMERICAN FAMILY CARE INC,9739087818,AL,CAHPS_GRP_8,Courteous and helpful office staff.,,,4
AMERICAN FAMILY CARE INC,9739087818,AL,CAHPS_GRP_9,Clinicians working together for your care.,,,4
ST LUKE'S WARREN PHYSICIAN GROUP PC,9739093675,NJ,CAHPS_GRP_1,"Getting timely care, appointments, and information.",58,303,
ST LUKE'S WARREN PHYSICIAN GROUP PC,9739093675,NJ,CAHPS_GRP_10,Between visit communication.,56,194,
ST LUKE'S WARREN PHYSICIAN GROUP PC,9739093675,NJ,CAHPS_GRP_12,Attention to patient medicine cost.,27,326,
ST LUKE'S WARREN PHYSICIAN GROUP PC,9739093675,NJ,CAHPS_GRP_2,How well clinicians communicate.,86,302,
ST LUKE'S WARREN PHYSICIAN GROUP PC,9739093675,NJ,CAHPS_GRP_3,Patients' rating of clinicians.,82,301,
ST LUKE'S WARREN PHYSICIAN GROUP PC,9739093675,NJ,CAHPS_GRP_5,Health promotion and education.,65,338,
ST LUKE'S WARREN PHYSICIAN GROUP PC,9739093675,NJ,CAHPS_GRP_8,Courteous and helpful office staff.,77,301,
ST LUKE'S WARREN PHYSICIAN GROUP PC,9739093675,NJ,CAHPS_GRP_9,Clinicians working together for your care.,73,340,
SANFORD BISMARCK,9739098575,ND,CAHPS_GRP_1,"Getting timely care, appointments, and information.",57,299,
SANFORD BISMARCK,9739098575,ND,CAHPS_GRP_10,Between visit communication.,69,203,
SANFORD BISMARCK,9739098575,ND,CAHPS_GRP_12,Attention to patient medicine cost.,27,308,
SANFORD BISMARCK,9739098575,ND,CAHPS_GRP_2,How well clinicians communicate.,82,298,
SANFORD BISMARCK,9739098575,ND,CAHPS_GRP_3,Patients' rating of clinicians.,78,281,
SANFORD BISMARCK,9739098575,ND,CAHPS_GRP_5,Health promotion and education.,62,324,
SANFORD BISMARCK,9739098575,ND,CAHPS_GRP_8,Courteous and helpful office staff.,80,286,
SANFORD BISMARCK,9739098575,ND,CAHPS_GRP_9,Clinicians working together for your care.,76,323,
KADLEC REGIONAL MEDICAL CENTER,9739098617,WA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",56,249,
KADLEC REGIONAL MEDICAL CENTER,9739098617,WA,CAHPS_GRP_10,Between visit communication.,70,175,
KADLEC REGIONAL MEDICAL CENTER,9739098617,WA,CAHPS_GRP_12,Attention to patient medicine cost.,32,266,
KADLEC REGIONAL MEDICAL CENTER,9739098617,WA,CAHPS_GRP_2,How well clinicians communicate.,82,250,
KADLEC REGIONAL MEDICAL CENTER,9739098617,WA,CAHPS_GRP_3,Patients' rating of clinicians.,80,238,
KADLEC REGIONAL MEDICAL CENTER,9739098617,WA,CAHPS_GRP_5,Health promotion and education.,61,281,
KADLEC REGIONAL MEDICAL CENTER,9739098617,WA,CAHPS_GRP_8,Courteous and helpful office staff.,81,237,
KADLEC REGIONAL MEDICAL CENTER,9739098617,WA,CAHPS_GRP_9,Clinicians working together for your care.,73,278,
"HARDIN PROFESSIONAL SERVICES, LLC",9739191628,KY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,266,
"HARDIN PROFESSIONAL SERVICES, LLC",9739191628,KY,CAHPS_GRP_10,Between visit communication.,56,195,
"HARDIN PROFESSIONAL SERVICES, LLC",9739191628,KY,CAHPS_GRP_12,Attention to patient medicine cost.,32,287,
"HARDIN PROFESSIONAL SERVICES, LLC",9739191628,KY,CAHPS_GRP_2,How well clinicians communicate.,86,266,
"HARDIN PROFESSIONAL SERVICES, LLC",9739191628,KY,CAHPS_GRP_3,Patients' rating of clinicians.,87,255,
"HARDIN PROFESSIONAL SERVICES, LLC",9739191628,KY,CAHPS_GRP_5,Health promotion and education.,57,299,
"HARDIN PROFESSIONAL SERVICES, LLC",9739191628,KY,CAHPS_GRP_8,Courteous and helpful office staff.,84,254,
"HARDIN PROFESSIONAL SERVICES, LLC",9739191628,KY,CAHPS_GRP_9,Clinicians working together for your care.,79,298,
UNIVERSITY OF UTAH COMMUNITY PHYSICIANS GROUP,9739403569,UT,CAHPS_GRP_1,"Getting timely care, appointments, and information.",50,279,
UNIVERSITY OF UTAH COMMUNITY PHYSICIANS GROUP,9739403569,UT,CAHPS_GRP_10,Between visit communication.,60,217,
UNIVERSITY OF UTAH COMMUNITY PHYSICIANS GROUP,9739403569,UT,CAHPS_GRP_12,Attention to patient medicine cost.,29,294,
UNIVERSITY OF UTAH COMMUNITY PHYSICIANS GROUP,9739403569,UT,CAHPS_GRP_2,How well clinicians communicate.,81,279,
UNIVERSITY OF UTAH COMMUNITY PHYSICIANS GROUP,9739403569,UT,CAHPS_GRP_3,Patients' rating of clinicians.,80,264,
UNIVERSITY OF UTAH COMMUNITY PHYSICIANS GROUP,9739403569,UT,CAHPS_GRP_5,Health promotion and education.,65,309,
UNIVERSITY OF UTAH COMMUNITY PHYSICIANS GROUP,9739403569,UT,CAHPS_GRP_8,Courteous and helpful office staff.,83,266,
UNIVERSITY OF UTAH COMMUNITY PHYSICIANS GROUP,9739403569,UT,CAHPS_GRP_9,Clinicians working together for your care.,76,305,
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",68,167,
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,CAHPS_GRP_10,Between visit communication.,54,111,
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,CAHPS_GRP_12,Attention to patient medicine cost.,24,192,
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,CAHPS_GRP_2,How well clinicians communicate.,87,166,
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,CAHPS_GRP_3,Patients' rating of clinicians.,78,153,
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,CAHPS_GRP_5,Health promotion and education.,67,196,
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,CAHPS_GRP_8,Courteous and helpful office staff.,86,154,
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,CAHPS_GRP_9,Clinicians working together for your care.,75,199,
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",54,281,
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,CAHPS_GRP_10,Between visit communication.,67,159,
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,CAHPS_GRP_12,Attention to patient medicine cost.,23,300,
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,CAHPS_GRP_2,How well clinicians communicate.,82,280,
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,CAHPS_GRP_3,Patients' rating of clinicians.,77,265,
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,CAHPS_GRP_5,Health promotion and education.,62,323,
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,CAHPS_GRP_8,Courteous and helpful office staff.,79,265,
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,CAHPS_GRP_9,Clinicians working together for your care.,75,317,
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,CAHPS_GRP_1,"Getting timely care, appointments, and information.",45,219,
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,CAHPS_GRP_10,Between visit communication.,56,143,
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,CAHPS_GRP_12,Attention to patient medicine cost.,24,240,
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,CAHPS_GRP_2,How well clinicians communicate.,,,4
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,CAHPS_GRP_3,Patients' rating of clinicians.,,,4
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,CAHPS_GRP_5,Health promotion and education.,59,259,
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,CAHPS_GRP_8,Courteous and helpful office staff.,,,4
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,CAHPS_GRP_9,Clinicians working together for your care.,,,4
UMC PHYSICIANS,9830003631,TX,CAHPS_GRP_1,"Getting timely care, appointments, and information.",54,254,
UMC PHYSICIANS,9830003631,TX,CAHPS_GRP_10,Between visit communication.,62,138,
UMC PHYSICIANS,9830003631,TX,CAHPS_GRP_12,Attention to patient medicine cost.,32,271,
UMC PHYSICIANS,9830003631,TX,CAHPS_GRP_2,How well clinicians communicate.,84,259,
UMC PHYSICIANS,9830003631,TX,CAHPS_GRP_3,Patients' rating of clinicians.,79,241,
UMC PHYSICIANS,9830003631,TX,CAHPS_GRP_5,Health promotion and education.,55,283,
UMC PHYSICIANS,9830003631,TX,CAHPS_GRP_8,Courteous and helpful office staff.,81,240,
UMC PHYSICIANS,9830003631,TX,CAHPS_GRP_9,Clinicians working together for your care.,77,280,
WASHINGTON UNIVERSITY,9830008770,MO,CAHPS_GRP_1,"Getting timely care, appointments, and information.",59,221,
WASHINGTON UNIVERSITY,9830008770,MO,CAHPS_GRP_10,Between visit communication.,60,146,
WASHINGTON UNIVERSITY,9830008770,MO,CAHPS_GRP_12,Attention to patient medicine cost.,35,252,
WASHINGTON UNIVERSITY,9830008770,MO,CAHPS_GRP_2,How well clinicians communicate.,81,220,
WASHINGTON UNIVERSITY,9830008770,MO,CAHPS_GRP_3,Patients' rating of clinicians.,80,220,
WASHINGTON UNIVERSITY,9830008770,MO,CAHPS_GRP_5,Health promotion and education.,64,269,
WASHINGTON UNIVERSITY,9830008770,MO,CAHPS_GRP_8,Courteous and helpful office staff.,80,223,
WASHINGTON UNIVERSITY,9830008770,MO,CAHPS_GRP_9,Clinicians working together for your care.,74,267,
21ST CENTURY ONCOLOGY LLC,9830082882,FL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,259,
21ST CENTURY ONCOLOGY LLC,9830082882,FL,CAHPS_GRP_10,Between visit communication.,58,163,
21ST CENTURY ONCOLOGY LLC,9830082882,FL,CAHPS_GRP_12,Attention to patient medicine cost.,27,258,
21ST CENTURY ONCOLOGY LLC,9830082882,FL,CAHPS_GRP_2,How well clinicians communicate.,78,260,
21ST CENTURY ONCOLOGY LLC,9830082882,FL,CAHPS_GRP_3,Patients' rating of clinicians.,75,242,
21ST CENTURY ONCOLOGY LLC,9830082882,FL,CAHPS_GRP_5,Health promotion and education.,58,288,
21ST CENTURY ONCOLOGY LLC,9830082882,FL,CAHPS_GRP_8,Courteous and helpful office staff.,75,241,
21ST CENTURY ONCOLOGY LLC,9830082882,FL,CAHPS_GRP_9,Clinicians working together for your care.,70,286,
CONWAY HOSPITAL COMMUNITY SERVICES,9830087774,SC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",52,276,
CONWAY HOSPITAL COMMUNITY SERVICES,9830087774,SC,CAHPS_GRP_10,Between visit communication.,55,201,
CONWAY HOSPITAL COMMUNITY SERVICES,9830087774,SC,CAHPS_GRP_12,Attention to patient medicine cost.,24,295,
CONWAY HOSPITAL COMMUNITY SERVICES,9830087774,SC,CAHPS_GRP_2,How well clinicians communicate.,83,275,
CONWAY HOSPITAL COMMUNITY SERVICES,9830087774,SC,CAHPS_GRP_3,Patients' rating of clinicians.,80,262,
CONWAY HOSPITAL COMMUNITY SERVICES,9830087774,SC,CAHPS_GRP_5,Health promotion and education.,51,317,
CONWAY HOSPITAL COMMUNITY SERVICES,9830087774,SC,CAHPS_GRP_8,Courteous and helpful office staff.,74,264,
CONWAY HOSPITAL COMMUNITY SERVICES,9830087774,SC,CAHPS_GRP_9,Clinicians working together for your care.,71,315,
"COOPERATIVE HEALTHCARE SERVICES, INC.",9830093640,GA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",47,283,
"COOPERATIVE HEALTHCARE SERVICES, INC.",9830093640,GA,CAHPS_GRP_10,Between visit communication.,61,192,
"COOPERATIVE HEALTHCARE SERVICES, INC.",9830093640,GA,CAHPS_GRP_12,Attention to patient medicine cost.,23,304,
"COOPERATIVE HEALTHCARE SERVICES, INC.",9830093640,GA,CAHPS_GRP_2,How well clinicians communicate.,81,284,
"COOPERATIVE HEALTHCARE SERVICES, INC.",9830093640,GA,CAHPS_GRP_3,Patients' rating of clinicians.,78,267,
"COOPERATIVE HEALTHCARE SERVICES, INC.",9830093640,GA,CAHPS_GRP_5,Health promotion and education.,51,317,
"COOPERATIVE HEALTHCARE SERVICES, INC.",9830093640,GA,CAHPS_GRP_8,Courteous and helpful office staff.,79,269,
"COOPERATIVE HEALTHCARE SERVICES, INC.",9830093640,GA,CAHPS_GRP_9,Clinicians working together for your care.,75,316,
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",58,300,
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,CAHPS_GRP_10,Between visit communication.,70,197,
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,CAHPS_GRP_12,Attention to patient medicine cost.,24,314,
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,CAHPS_GRP_2,How well clinicians communicate.,82,301,
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,CAHPS_GRP_3,Patients' rating of clinicians.,81,302,
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,CAHPS_GRP_5,Health promotion and education.,56,336,
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,CAHPS_GRP_8,Courteous and helpful office staff.,88,301,
SUTTER VALLEY MEDICAL FOUNDATION,9830094515,CA,CAHPS_GRP_9,Clinicians working together for your care.,75,335,
SAINT LUKES PHYSICIAN GROUP II LLC,9830196799,KS,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,,4
SAINT LUKES PHYSICIAN GROUP II LLC,9830196799,KS,CAHPS_GRP_10,Between visit communication.,,,4
SAINT LUKES PHYSICIAN GROUP II LLC,9830196799,KS,CAHPS_GRP_12,Attention to patient medicine cost.,,,4
SAINT LUKES PHYSICIAN GROUP II LLC,9830196799,KS,CAHPS_GRP_2,How well clinicians communicate.,86,125,
SAINT LUKES PHYSICIAN GROUP II LLC,9830196799,KS,CAHPS_GRP_3,Patients' rating of clinicians.,,,4
SAINT LUKES PHYSICIAN GROUP II LLC,9830196799,KS,CAHPS_GRP_5,Health promotion and education.,,,4
SAINT LUKES PHYSICIAN GROUP II LLC,9830196799,KS,CAHPS_GRP_8,Courteous and helpful office staff.,87,121,
SAINT LUKES PHYSICIAN GROUP II LLC,9830196799,KS,CAHPS_GRP_9,Clinicians working together for your care.,,,4
PATIENT FIRST RICHMOND MEDICAL GROUP PLLC,9931011434,VA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",64,196,
PATIENT FIRST RICHMOND MEDICAL GROUP PLLC,9931011434,VA,CAHPS_GRP_10,Between visit communication.,80,98,
PATIENT FIRST RICHMOND MEDICAL GROUP PLLC,9931011434,VA,CAHPS_GRP_12,Attention to patient medicine cost.,25,256,
PATIENT FIRST RICHMOND MEDICAL GROUP PLLC,9931011434,VA,CAHPS_GRP_2,How well clinicians communicate.,76,200,
PATIENT FIRST RICHMOND MEDICAL GROUP PLLC,9931011434,VA,CAHPS_GRP_3,Patients' rating of clinicians.,75,197,
PATIENT FIRST RICHMOND MEDICAL GROUP PLLC,9931011434,VA,CAHPS_GRP_5,Health promotion and education.,55,270,
PATIENT FIRST RICHMOND MEDICAL GROUP PLLC,9931011434,VA,CAHPS_GRP_8,Courteous and helpful office staff.,81,203,
PATIENT FIRST RICHMOND MEDICAL GROUP PLLC,9931011434,VA,CAHPS_GRP_9,Clinicians working together for your care.,67,267,
AU MEDICAL ASSOCIATES,9931013513,GA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",56,295,
AU MEDICAL ASSOCIATES,9931013513,GA,CAHPS_GRP_10,Between visit communication.,49,195,
AU MEDICAL ASSOCIATES,9931013513,GA,CAHPS_GRP_12,Attention to patient medicine cost.,31,305,
AU MEDICAL ASSOCIATES,9931013513,GA,CAHPS_GRP_2,How well clinicians communicate.,84,298,
AU MEDICAL ASSOCIATES,9931013513,GA,CAHPS_GRP_3,Patients' rating of clinicians.,78,282,
AU MEDICAL ASSOCIATES,9931013513,GA,CAHPS_GRP_5,Health promotion and education.,57,319,
AU MEDICAL ASSOCIATES,9931013513,GA,CAHPS_GRP_8,Courteous and helpful office staff.,84,281,
AU MEDICAL ASSOCIATES,9931013513,GA,CAHPS_GRP_9,Clinicians working together for your care.,75,315,
DEKALB MEMORIAL HOSPITAL INC,9931141124,IN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",58,291,
DEKALB MEMORIAL HOSPITAL INC,9931141124,IN,CAHPS_GRP_10,Between visit communication.,72,204,
DEKALB MEMORIAL HOSPITAL INC,9931141124,IN,CAHPS_GRP_12,Attention to patient medicine cost.,33,286,
DEKALB MEMORIAL HOSPITAL INC,9931141124,IN,CAHPS_GRP_2,How well clinicians communicate.,82,292,
DEKALB MEMORIAL HOSPITAL INC,9931141124,IN,CAHPS_GRP_3,Patients' rating of clinicians.,80,272,
DEKALB MEMORIAL HOSPITAL INC,9931141124,IN,CAHPS_GRP_5,Health promotion and education.,64,295,
DEKALB MEMORIAL HOSPITAL INC,9931141124,IN,CAHPS_GRP_8,Courteous and helpful office staff.,81,273,
DEKALB MEMORIAL HOSPITAL INC,9931141124,IN,CAHPS_GRP_9,Clinicians working together for your care.,72,296,
REGIONAL PHYSICIANS LLC,9931190220,NC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",58,235,
REGIONAL PHYSICIANS LLC,9931190220,NC,CAHPS_GRP_10,Between visit communication.,59,162,
REGIONAL PHYSICIANS LLC,9931190220,NC,CAHPS_GRP_12,Attention to patient medicine cost.,34,246,
REGIONAL PHYSICIANS LLC,9931190220,NC,CAHPS_GRP_2,How well clinicians communicate.,83,238,
REGIONAL PHYSICIANS LLC,9931190220,NC,CAHPS_GRP_3,Patients' rating of clinicians.,80,225,
REGIONAL PHYSICIANS LLC,9931190220,NC,CAHPS_GRP_5,Health promotion and education.,64,263,
REGIONAL PHYSICIANS LLC,9931190220,NC,CAHPS_GRP_8,Courteous and helpful office staff.,83,226,
REGIONAL PHYSICIANS LLC,9931190220,NC,CAHPS_GRP_9,Clinicians working together for your care.,73,261,
MECKLENBURG MEDICAL GROUP,9931196797,NC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",68,328,
MECKLENBURG MEDICAL GROUP,9931196797,NC,CAHPS_GRP_10,Between visit communication.,55,207,
MECKLENBURG MEDICAL GROUP,9931196797,NC,CAHPS_GRP_12,Attention to patient medicine cost.,33,346,
MECKLENBURG MEDICAL GROUP,9931196797,NC,CAHPS_GRP_2,How well clinicians communicate.,89,328,
MECKLENBURG MEDICAL GROUP,9931196797,NC,CAHPS_GRP_3,Patients' rating of clinicians.,88,316,
MECKLENBURG MEDICAL GROUP,9931196797,NC,CAHPS_GRP_5,Health promotion and education.,68,350,
MECKLENBURG MEDICAL GROUP,9931196797,NC,CAHPS_GRP_8,Courteous and helpful office staff.,87,316,
MECKLENBURG MEDICAL GROUP,9931196797,NC,CAHPS_GRP_9,Clinicians working together for your care.,83,350,
ARCH HEALTH PARTNERS,9931239027,CA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,,4
ARCH HEALTH PARTNERS,9931239027,CA,CAHPS_GRP_10,Between visit communication.,53,127,
ARCH HEALTH PARTNERS,9931239027,CA,CAHPS_GRP_12,Attention to patient medicine cost.,15,266,
ARCH HEALTH PARTNERS,9931239027,CA,CAHPS_GRP_2,How well clinicians communicate.,78,255,
ARCH HEALTH PARTNERS,9931239027,CA,CAHPS_GRP_3,Patients' rating of clinicians.,76,244,
ARCH HEALTH PARTNERS,9931239027,CA,CAHPS_GRP_5,Health promotion and education.,56,281,
ARCH HEALTH PARTNERS,9931239027,CA,CAHPS_GRP_8,Courteous and helpful office staff.,75,244,
ARCH HEALTH PARTNERS,9931239027,CA,CAHPS_GRP_9,Clinicians working together for your care.,69,279,
DLP MARQUETTE PHYSICIAN PRACTICES INC,9931359601,MI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",52,346,
DLP MARQUETTE PHYSICIAN PRACTICES INC,9931359601,MI,CAHPS_GRP_10,Between visit communication.,64,245,
