Group Name,Group PAC ID,Measure Performance Rate,Measure Title,State,Year
SWEDISHAMERICAN HOSPITAL,5799698346,58.0,Health promotion and education.,,2015
SWEDISHAMERICAN HOSPITAL,5799698346,78.0,Courteous and helpful office staff.,,2015
SWEDISHAMERICAN HOSPITAL,5799698346,75.0,Clinicians working together for your care.,,2015
CHEROKEE NATION,5799698742,,"Getting timely care, appointments, and information.",,2015
CHEROKEE NATION,5799698742,59.0,Between visit communication.,,2015
CHEROKEE NATION,5799698742,16.0,Attention to patient medication cost.,,2015
CHEROKEE NATION,5799698742,,How well clinicians communicate.,,2015
CHEROKEE NATION,5799698742,,Patients' rating of clinicians.,,2015
CHEROKEE NATION,5799698742,66.0,Health promotion and education.,,2015
CHEROKEE NATION,5799698742,,Courteous and helpful office staff.,,2015
CHEROKEE NATION,5799698742,,Clinicians working together for your care.,,2015
SLOCUM DICKSON MEDICAL GROUP PLLC,5799778510,58.0,"Getting timely care, appointments, and information.",,2015
SLOCUM DICKSON MEDICAL GROUP PLLC,5799778510,49.0,Between visit communication.,,2015
SLOCUM DICKSON MEDICAL GROUP PLLC,5799778510,21.0,Attention to patient medication cost.,,2015
SLOCUM DICKSON MEDICAL GROUP PLLC,5799778510,78.0,How well clinicians communicate.,,2015
SLOCUM DICKSON MEDICAL GROUP PLLC,5799778510,76.0,Patients' rating of clinicians.,,2015
SLOCUM DICKSON MEDICAL GROUP PLLC,5799778510,57.0,Health promotion and education.,,2015
SLOCUM DICKSON MEDICAL GROUP PLLC,5799778510,82.0,Courteous and helpful office staff.,,2015
SLOCUM DICKSON MEDICAL GROUP PLLC,5799778510,71.0,Clinicians working together for your care.,,2015
REGIONAL SERVICES,5799787784,60.0,"Getting timely care, appointments, and information.",,2015
REGIONAL SERVICES,5799787784,50.0,Between visit communication.,,2015
REGIONAL SERVICES,5799787784,28.0,Attention to patient medication cost.,,2015
REGIONAL SERVICES,5799787784,78.0,How well clinicians communicate.,,2015
REGIONAL SERVICES,5799787784,77.0,Patients' rating of clinicians.,,2015
REGIONAL SERVICES,5799787784,56.0,Health promotion and education.,,2015
REGIONAL SERVICES,5799787784,79.0,Courteous and helpful office staff.,,2015
REGIONAL SERVICES,5799787784,76.0,Clinicians working together for your care.,,2015
"COLUMBIA ST. MARY'S HOSPITAL MILWAUKEE, INC",5890604722,60.0,"Getting timely care, appointments, and information.",,2015
"COLUMBIA ST. MARY'S HOSPITAL MILWAUKEE, INC",5890604722,61.0,Between visit communication.,,2015
"COLUMBIA ST. MARY'S HOSPITAL MILWAUKEE, INC",5890604722,23.0,Attention to patient medication cost.,,2015
"COLUMBIA ST. MARY'S HOSPITAL MILWAUKEE, INC",5890604722,84.0,How well clinicians communicate.,,2015
"COLUMBIA ST. MARY'S HOSPITAL MILWAUKEE, INC",5890604722,84.0,Patients' rating of clinicians.,,2015
"COLUMBIA ST. MARY'S HOSPITAL MILWAUKEE, INC",5890604722,63.0,Health promotion and education.,,2015
"COLUMBIA ST. MARY'S HOSPITAL MILWAUKEE, INC",5890604722,83.0,Courteous and helpful office staff.,,2015
"COLUMBIA ST. MARY'S HOSPITAL MILWAUKEE, INC",5890604722,76.0,Clinicians working together for your care.,,2015
HOLZER CLINIC LLC,5890606008,64.0,"Getting timely care, appointments, and information.",,2015
HOLZER CLINIC LLC,5890606008,52.0,Between visit communication.,,2015
HOLZER CLINIC LLC,5890606008,31.0,Attention to patient medication cost.,,2015
HOLZER CLINIC LLC,5890606008,86.0,How well clinicians communicate.,,2015
HOLZER CLINIC LLC,5890606008,85.0,Patients' rating of clinicians.,,2015
HOLZER CLINIC LLC,5890606008,59.0,Health promotion and education.,,2015
HOLZER CLINIC LLC,5890606008,87.0,Courteous and helpful office staff.,,2015
HOLZER CLINIC LLC,5890606008,77.0,Clinicians working together for your care.,,2015
PEACEHEALTH,5890689293,55.0,"Getting timely care, appointments, and information.",,2015
PEACEHEALTH,5890689293,57.0,Between visit communication.,,2015
PEACEHEALTH,5890689293,28.0,Attention to patient medication cost.,,2015
PEACEHEALTH,5890689293,82.0,How well clinicians communicate.,,2015
PEACEHEALTH,5890689293,82.0,Patients' rating of clinicians.,,2015
PEACEHEALTH,5890689293,54.0,Health promotion and education.,,2015
PEACEHEALTH,5890689293,84.0,Courteous and helpful office staff.,,2015
PEACEHEALTH,5890689293,70.0,Clinicians working together for your care.,,2015
EISENHOWER MEDICAL CENTER,5890689657,56.0,"Getting timely care, appointments, and information.",,2015
EISENHOWER MEDICAL CENTER,5890689657,55.0,Between visit communication.,,2015
EISENHOWER MEDICAL CENTER,5890689657,29.0,Attention to patient medication cost.,,2015
EISENHOWER MEDICAL CENTER,5890689657,82.0,How well clinicians communicate.,,2015
EISENHOWER MEDICAL CENTER,5890689657,80.0,Patients' rating of clinicians.,,2015
EISENHOWER MEDICAL CENTER,5890689657,67.0,Health promotion and education.,,2015
EISENHOWER MEDICAL CENTER,5890689657,81.0,Courteous and helpful office staff.,,2015
EISENHOWER MEDICAL CENTER,5890689657,74.0,Clinicians working together for your care.,,2015
PHYSICIANS ALLIANCE OF CONNECTICUT LLC,5890939029,66.0,"Getting timely care, appointments, and information.",,2015
PHYSICIANS ALLIANCE OF CONNECTICUT LLC,5890939029,,Between visit communication.,,2015
PHYSICIANS ALLIANCE OF CONNECTICUT LLC,5890939029,21.0,Attention to patient medication cost.,,2015
PHYSICIANS ALLIANCE OF CONNECTICUT LLC,5890939029,84.0,How well clinicians communicate.,,2015
PHYSICIANS ALLIANCE OF CONNECTICUT LLC,5890939029,82.0,Patients' rating of clinicians.,,2015
PHYSICIANS ALLIANCE OF CONNECTICUT LLC,5890939029,58.0,Health promotion and education.,,2015
PHYSICIANS ALLIANCE OF CONNECTICUT LLC,5890939029,79.0,Courteous and helpful office staff.,,2015
PHYSICIANS ALLIANCE OF CONNECTICUT LLC,5890939029,75.0,Clinicians working together for your care.,,2015
MOUNT SINAI COMMUNITY FOUNDATION,5991600405,59.0,"Getting timely care, appointments, and information.",,2015
MOUNT SINAI COMMUNITY FOUNDATION,5991600405,64.0,Between visit communication.,,2015
MOUNT SINAI COMMUNITY FOUNDATION,5991600405,,Attention to patient medication cost.,,2015
MOUNT SINAI COMMUNITY FOUNDATION,5991600405,83.0,How well clinicians communicate.,,2015
MOUNT SINAI COMMUNITY FOUNDATION,5991600405,78.0,Patients' rating of clinicians.,,2015
MOUNT SINAI COMMUNITY FOUNDATION,5991600405,64.0,Health promotion and education.,,2015
MOUNT SINAI COMMUNITY FOUNDATION,5991600405,,Courteous and helpful office staff.,,2015
MOUNT SINAI COMMUNITY FOUNDATION,5991600405,,Clinicians working together for your care.,,2015
PROVIDENCE MEDICAL INSTITUTE,5991609737,48.0,"Getting timely care, appointments, and information.",,2015
PROVIDENCE MEDICAL INSTITUTE,5991609737,51.0,Between visit communication.,,2015
PROVIDENCE MEDICAL INSTITUTE,5991609737,24.0,Attention to patient medication cost.,,2015
PROVIDENCE MEDICAL INSTITUTE,5991609737,79.0,How well clinicians communicate.,,2015
PROVIDENCE MEDICAL INSTITUTE,5991609737,78.0,Patients' rating of clinicians.,,2015
PROVIDENCE MEDICAL INSTITUTE,5991609737,56.0,Health promotion and education.,,2015
PROVIDENCE MEDICAL INSTITUTE,5991609737,77.0,Courteous and helpful office staff.,,2015
PROVIDENCE MEDICAL INSTITUTE,5991609737,73.0,Clinicians working together for your care.,,2015
MARTINS POINT HEALTHCARE,5991776635,59.0,"Getting timely care, appointments, and information.",,2015
MARTINS POINT HEALTHCARE,5991776635,61.0,Between visit communication.,,2015
MARTINS POINT HEALTHCARE,5991776635,24.0,Attention to patient medication cost.,,2015
MARTINS POINT HEALTHCARE,5991776635,82.0,How well clinicians communicate.,,2015
MARTINS POINT HEALTHCARE,5991776635,83.0,Patients' rating of clinicians.,,2015
MARTINS POINT HEALTHCARE,5991776635,62.0,Health promotion and education.,,2015
MARTINS POINT HEALTHCARE,5991776635,85.0,Courteous and helpful office staff.,,2015
MARTINS POINT HEALTHCARE,5991776635,75.0,Clinicians working together for your care.,,2015
"LAKE HOSPITAL SYSTEM, INC.",6002713922,64.0,"Getting timely care, appointments, and information.",,2015
"LAKE HOSPITAL SYSTEM, INC.",6002713922,54.0,Between visit communication.,,2015
"LAKE HOSPITAL SYSTEM, INC.",6002713922,25.0,Attention to patient medication cost.,,2015
"LAKE HOSPITAL SYSTEM, INC.",6002713922,83.0,How well clinicians communicate.,,2015
"LAKE HOSPITAL SYSTEM, INC.",6002713922,81.0,Patients' rating of clinicians.,,2015
"LAKE HOSPITAL SYSTEM, INC.",6002713922,63.0,Health promotion and education.,,2015
"LAKE HOSPITAL SYSTEM, INC.",6002713922,85.0,Courteous and helpful office staff.,,2015
"LAKE HOSPITAL SYSTEM, INC.",6002713922,78.0,Clinicians working together for your care.,,2015
UNMC PHYSICIANS,6002728391,64.0,"Getting timely care, appointments, and information.",,2015
UNMC PHYSICIANS,6002728391,56.0,Between visit communication.,,2015
UNMC PHYSICIANS,6002728391,26.0,Attention to patient medication cost.,,2015
UNMC PHYSICIANS,6002728391,85.0,How well clinicians communicate.,,2015
UNMC PHYSICIANS,6002728391,82.0,Patients' rating of clinicians.,,2015
UNMC PHYSICIANS,6002728391,66.0,Health promotion and education.,,2015
UNMC PHYSICIANS,6002728391,86.0,Courteous and helpful office staff.,,2015
UNMC PHYSICIANS,6002728391,79.0,Clinicians working together for your care.,,2015
GUTHRIE MEDICAL GROUP PC,6002728656,58.0,"Getting timely care, appointments, and information.",,2015
GUTHRIE MEDICAL GROUP PC,6002728656,56.0,Between visit communication.,,2015
GUTHRIE MEDICAL GROUP PC,6002728656,20.0,Attention to patient medication cost.,,2015
GUTHRIE MEDICAL GROUP PC,6002728656,84.0,How well clinicians communicate.,,2015
GUTHRIE MEDICAL GROUP PC,6002728656,83.0,Patients' rating of clinicians.,,2015
GUTHRIE MEDICAL GROUP PC,6002728656,58.0,Health promotion and education.,,2015
GUTHRIE MEDICAL GROUP PC,6002728656,84.0,Courteous and helpful office staff.,,2015
GUTHRIE MEDICAL GROUP PC,6002728656,77.0,Clinicians working together for your care.,,2015
"ILLINOIS BONE AND JOINT INSTITUTE, LLC",6002814878,53.0,"Getting timely care, appointments, and information.",,2015
"ILLINOIS BONE AND JOINT INSTITUTE, LLC",6002814878,40.0,Between visit communication.,,2015
"ILLINOIS BONE AND JOINT INSTITUTE, LLC",6002814878,22.0,Attention to patient medication cost.,,2015
"ILLINOIS BONE AND JOINT INSTITUTE, LLC",6002814878,80.0,How well clinicians communicate.,,2015
"ILLINOIS BONE AND JOINT INSTITUTE, LLC",6002814878,80.0,Patients' rating of clinicians.,,2015
"ILLINOIS BONE AND JOINT INSTITUTE, LLC",6002814878,54.0,Health promotion and education.,,2015
"ILLINOIS BONE AND JOINT INSTITUTE, LLC",6002814878,80.0,Courteous and helpful office staff.,,2015
"ILLINOIS BONE AND JOINT INSTITUTE, LLC",6002814878,70.0,Clinicians working together for your care.,,2015
ST PETERS HEALTH PARTNERS MEDICAL ASSOCIATES PC,6103061189,65.0,"Getting timely care, appointments, and information.",,2015
ST PETERS HEALTH PARTNERS MEDICAL ASSOCIATES PC,6103061189,53.0,Between visit communication.,,2015
ST PETERS HEALTH PARTNERS MEDICAL ASSOCIATES PC,6103061189,24.0,Attention to patient medication cost.,,2015
ST PETERS HEALTH PARTNERS MEDICAL ASSOCIATES PC,6103061189,90.0,How well clinicians communicate.,,2015
ST PETERS HEALTH PARTNERS MEDICAL ASSOCIATES PC,6103061189,85.0,Patients' rating of clinicians.,,2015
ST PETERS HEALTH PARTNERS MEDICAL ASSOCIATES PC,6103061189,63.0,Health promotion and education.,,2015
ST PETERS HEALTH PARTNERS MEDICAL ASSOCIATES PC,6103061189,82.0,Courteous and helpful office staff.,,2015
ST PETERS HEALTH PARTNERS MEDICAL ASSOCIATES PC,6103061189,77.0,Clinicians working together for your care.,,2015
WHC PHYSICIAN GROUP LLC,6103093513,,"Getting timely care, appointments, and information.",,2015
WHC PHYSICIAN GROUP LLC,6103093513,,Between visit communication.,,2015
WHC PHYSICIAN GROUP LLC,6103093513,22.0,Attention to patient medication cost.,,2015
WHC PHYSICIAN GROUP LLC,6103093513,,How well clinicians communicate.,,2015
WHC PHYSICIAN GROUP LLC,6103093513,,Patients' rating of clinicians.,,2015
WHC PHYSICIAN GROUP LLC,6103093513,66.0,Health promotion and education.,,2015
WHC PHYSICIAN GROUP LLC,6103093513,,Courteous and helpful office staff.,,2015
WHC PHYSICIAN GROUP LLC,6103093513,,Clinicians working together for your care.,,2015
"HORIZON MEDICAL GROUP, P.C.",6103715529,62.0,"Getting timely care, appointments, and information.",,2015
"HORIZON MEDICAL GROUP, P.C.",6103715529,58.0,Between visit communication.,,2015
"HORIZON MEDICAL GROUP, P.C.",6103715529,25.0,Attention to patient medication cost.,,2015
"HORIZON MEDICAL GROUP, P.C.",6103715529,85.0,How well clinicians communicate.,,2015
"HORIZON MEDICAL GROUP, P.C.",6103715529,82.0,Patients' rating of clinicians.,,2015
"HORIZON MEDICAL GROUP, P.C.",6103715529,62.0,Health promotion and education.,,2015
"HORIZON MEDICAL GROUP, P.C.",6103715529,83.0,Courteous and helpful office staff.,,2015
"HORIZON MEDICAL GROUP, P.C.",6103715529,74.0,Clinicians working together for your care.,,2015
UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,6103717350,52.0,"Getting timely care, appointments, and information.",,2015
UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,6103717350,58.0,Between visit communication.,,2015
UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,6103717350,26.0,Attention to patient medication cost.,,2015
UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,6103717350,79.0,How well clinicians communicate.,,2015
UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,6103717350,80.0,Patients' rating of clinicians.,,2015
UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,6103717350,63.0,Health promotion and education.,,2015
UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,6103717350,78.0,Courteous and helpful office staff.,,2015
UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,6103717350,65.0,Clinicians working together for your care.,,2015
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,64.0,"Getting timely care, appointments, and information.",,2015
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,65.0,Between visit communication.,,2015
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,25.0,Attention to patient medication cost.,,2015
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,78.0,How well clinicians communicate.,,2015
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,77.0,Patients' rating of clinicians.,,2015
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,72.0,Health promotion and education.,,2015
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,84.0,Courteous and helpful office staff.,,2015
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,76.0,Clinicians working together for your care.,,2015
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,38.0,"Getting timely care, appointments, and information.",,2015
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,58.0,Between visit communication.,,2015
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,20.0,Attention to patient medication cost.,,2015
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,,How well clinicians communicate.,,2015
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,,Patients' rating of clinicians.,,2015
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,49.0,Health promotion and education.,,2015
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,,Courteous and helpful office staff.,,2015
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,,Clinicians working together for your care.,,2015
NORTH MISSISSIPPI MEDICAL CLINICS INC,6103736665,59.0,"Getting timely care, appointments, and information.",,2015
NORTH MISSISSIPPI MEDICAL CLINICS INC,6103736665,64.0,Between visit communication.,,2015
NORTH MISSISSIPPI MEDICAL CLINICS INC,6103736665,35.0,Attention to patient medication cost.,,2015
NORTH MISSISSIPPI MEDICAL CLINICS INC,6103736665,88.0,How well clinicians communicate.,,2015
NORTH MISSISSIPPI MEDICAL CLINICS INC,6103736665,91.0,Patients' rating of clinicians.,,2015
NORTH MISSISSIPPI MEDICAL CLINICS INC,6103736665,58.0,Health promotion and education.,,2015
NORTH MISSISSIPPI MEDICAL CLINICS INC,6103736665,89.0,Courteous and helpful office staff.,,2015
NORTH MISSISSIPPI MEDICAL CLINICS INC,6103736665,78.0,Clinicians working together for your care.,,2015
PROVIDENCE - PROVIDENCE PARK HOSPITAL,6103738703,62.0,"Getting timely care, appointments, and information.",,2015
PROVIDENCE - PROVIDENCE PARK HOSPITAL,6103738703,50.0,Between visit communication.,,2015
PROVIDENCE - PROVIDENCE PARK HOSPITAL,6103738703,30.0,Attention to patient medication cost.,,2015
PROVIDENCE - PROVIDENCE PARK HOSPITAL,6103738703,76.0,How well clinicians communicate.,,2015
PROVIDENCE - PROVIDENCE PARK HOSPITAL,6103738703,69.0,Patients' rating of clinicians.,,2015
PROVIDENCE - PROVIDENCE PARK HOSPITAL,6103738703,61.0,Health promotion and education.,,2015
PROVIDENCE - PROVIDENCE PARK HOSPITAL,6103738703,79.0,Courteous and helpful office staff.,,2015
PROVIDENCE - PROVIDENCE PARK HOSPITAL,6103738703,65.0,Clinicians working together for your care.,,2015
CATHOLIC MEDICAL CENTER,6103897129,61.0,"Getting timely care, appointments, and information.",,2015
CATHOLIC MEDICAL CENTER,6103897129,61.0,Between visit communication.,,2015
CATHOLIC MEDICAL CENTER,6103897129,23.0,Attention to patient medication cost.,,2015
CATHOLIC MEDICAL CENTER,6103897129,82.0,How well clinicians communicate.,,2015
CATHOLIC MEDICAL CENTER,6103897129,,Patients' rating of clinicians.,,2015
CATHOLIC MEDICAL CENTER,6103897129,65.0,Health promotion and education.,,2015
CATHOLIC MEDICAL CENTER,6103897129,81.0,Courteous and helpful office staff.,,2015
CATHOLIC MEDICAL CENTER,6103897129,74.0,Clinicians working together for your care.,,2015
"ISLAND WIDE MEDICAL ASSOCIATES, PC",6103987458,57.0,"Getting timely care, appointments, and information.",,2015
"ISLAND WIDE MEDICAL ASSOCIATES, PC",6103987458,51.0,Between visit communication.,,2015
"ISLAND WIDE MEDICAL ASSOCIATES, PC",6103987458,24.0,Attention to patient medication cost.,,2015
"ISLAND WIDE MEDICAL ASSOCIATES, PC",6103987458,88.0,How well clinicians communicate.,,2015
"ISLAND WIDE MEDICAL ASSOCIATES, PC",6103987458,82.0,Patients' rating of clinicians.,,2015
"ISLAND WIDE MEDICAL ASSOCIATES, PC",6103987458,63.0,Health promotion and education.,,2015
"ISLAND WIDE MEDICAL ASSOCIATES, PC",6103987458,81.0,Courteous and helpful office staff.,,2015
"ISLAND WIDE MEDICAL ASSOCIATES, PC",6103987458,73.0,Clinicians working together for your care.,,2015
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,58.0,"Getting timely care, appointments, and information.",,2015
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,55.0,Between visit communication.,,2015
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,25.0,Attention to patient medication cost.,,2015
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,,How well clinicians communicate.,,2015
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,83.0,Patients' rating of clinicians.,,2015
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,70.0,Health promotion and education.,,2015
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,78.0,Courteous and helpful office staff.,,2015
